"persona"	"nome"	"cognome"	"dataNascita"	"dataMorte"	"dataInizioMandato"	"dataFineMandato"
"http://dati.camera.it/ocd/persona.rdf/p307755"	"MASSIMO VITTORIO"	"BERUTTI"			""	""
"http://dati.camera.it/ocd/persona.rdf/pr984"	"ALESSANDRO"	"BESANA"	"18141125"	"18970805"	"18640313"	"18970805"
"http://dati.camera.it/ocd/persona.rdf/p200072"	"FELICE CARLO"	"BESOSTRI"			"19960429"	"20010529"
"http://dati.camera.it/ocd/persona.rdf/pr9142"	"GIUSEPPE"	"BESOZZI"	"18370606"	"19070604"	"19011121"	"19070604"
"http://dati.camera.it/ocd/persona.rdf/p200073"	"LIVIO"	"BESSO CORDERO"			"19960424"	"20010529"
"http://dati.camera.it/ocd/persona.rdf/p300503"	"MAURO"	"BETTA"	"19530927"		"20010517"	"20060427"
"http://dati.camera.it/ocd/persona.rdf/p200074"	"GIAMPAOLO"	"BETTAMIO"			"19960430"	"20010529"
"http://dati.camera.it/ocd/persona.rdf/p200074"	"GIAMPAOLO"	"BETTAMIO"			"20010523"	"20060427"
"http://dati.camera.it/ocd/persona.rdf/p200074"	"GIAMPAOLO"	"BETTAMIO"			"20060418"	"20080428"
"http://dati.camera.it/ocd/persona.rdf/p200074"	"GIAMPAOLO"	"BETTAMIO"			"20080421"	"20130314"
"http://dati.camera.it/ocd/persona.rdf/pr1180"	"ENRICO"	"BETTI"	"18231021"	"18920812"	"18841126"	"18920812"
"http://dati.camera.it/ocd/persona.rdf/pr9143"	"MARIO"	"BETTI"	"18750321"	"19420513"	"19391020"	"19420513"
"http://dati.camera.it/ocd/persona.rdf/p34910"	"GOFFREDO MARIA"	"BETTINI"	"19521105"		"20060419"	"20071128"
"http://dati.camera.it/ocd/persona.rdf/p17950"	"GIUSEPPE MARIA"	"BETTIOL"	"19070926"	"19820529"	"19680527"	"19720524"
"http://dati.camera.it/ocd/persona.rdf/p17950"	"GIUSEPPE MARIA"	"BETTIOL"	"19070926"	"19820529"	"19720514"	"19760704"
"http://dati.camera.it/ocd/persona.rdf/p301244"	"VINCENZO"	"BETTIZA"			"19760626"	"19790619"
"http://dati.camera.it/ocd/persona.rdf/p300908"	"DANTE"	"BETTONI"			"19641216"	"19680604"
"http://dati.camera.it/ocd/persona.rdf/pr9144"	"FEDERICO"	"BETTONI"	"18650210"	"19230710"	"19050304"	"19230710"
"http://dati.camera.it/ocd/persona.rdf/pr9145"	"GAETANO"	"BETTONI"	"18141206"	"18920516"	"18901204"	"18920516"
"http://dati.camera.it/ocd/persona.rdf/pr1183"	"LUDOVICO"	"BETTONI"	"18290121"	"19010522"	"18901204"	"19010522"
"http://dati.camera.it/ocd/persona.rdf/p200077"	"MONICA"	"BETTONI BRANDANI"			"19920405"	"19940414"
"http://dati.camera.it/ocd/persona.rdf/p200077"	"MONICA"	"BETTONI BRANDANI"			"19940415"	"19960508"
"http://dati.camera.it/ocd/persona.rdf/p200077"	"MONICA"	"BETTONI BRANDANI"			"19960424"	"20010529"
"http://dati.camera.it/ocd/persona.rdf/p200077"	"MONICA"	"BETTONI BRANDANI"			"20010515"	"20060427"
"http://dati.camera.it/ocd/persona.rdf/pr9146"	"GIOVANNI BATTISTA"	"BEVERINI"	"18720710"	"19441128"	"19331116"	"19441128"
"http://dati.camera.it/ocd/persona.rdf/pr9147"	"CARLO"	"BEVILACQUA"	"18031216"	"18750913"	"18600318"	"18750913"
"http://dati.camera.it/ocd/persona.rdf/p308965"	"DOLORES"	"BEVILACQUA"			""	""
"http://dati.camera.it/ocd/persona.rdf/p200079"	"FRANCESCO"	"BEVILACQUA"			"19940415"	"19960508"
"http://dati.camera.it/ocd/persona.rdf/p200079"	"FRANCESCO"	"BEVILACQUA"			"19960430"	"20010529"
"http://dati.camera.it/ocd/persona.rdf/p200079"	"FRANCESCO"	"BEVILACQUA"			"20010515"	"20060427"
"http://dati.camera.it/ocd/persona.rdf/p200079"	"FRANCESCO"	"BEVILACQUA"			"20080423"	"20130314"
"http://dati.camera.it/ocd/persona.rdf/p301229"	"PAOLO"	"BEVILACQUA"			"19760630"	"19790619"
"http://dati.camera.it/ocd/persona.rdf/p301229"	"PAOLO"	"BEVILACQUA"			"19790620"	"19830711"
"http://dati.camera.it/ocd/persona.rdf/pr1205"	"GIUSEPPE"	"BEVIONE"	"18791227"	"19761231"	"19240918"	"19441021"
"http://dati.camera.it/ocd/persona.rdf/p17970"	"FRANCANTONIO"	"BIAGGI"	"18990316"	"19791226"	"19680527"	"19720524"
"http://dati.camera.it/ocd/persona.rdf/p17980"	"NULLO"	"BIAGGI"	"19170111"	"19771009"	"19720513"	"19760704"
"http://dati.camera.it/ocd/persona.rdf/p301319"	"MARIO"	"BIAGIONI"			"19870702"	"19890127"
"http://dati.camera.it/ocd/persona.rdf/pr10498"	"GIUSEPPE"	"BIANCHETTI"	"17910722"	"18721219"	"18661105"	"18721219"
"http://dati.camera.it/ocd/persona.rdf/p301138"	"ALDO"	"BIANCHI"			"19720516"	"19760704"
"http://dati.camera.it/ocd/persona.rdf/p300274"	"DORINA"	"BIANCHI"	"19660603"		"20080423"	"20130314"
"http://dati.camera.it/ocd/persona.rdf/pr9148"	"FRANCESCO"	"BIANCHI"	"18271123"	"19080720"	"18921121"	"19080720"
"http://dati.camera.it/ocd/persona.rdf/pr1213"	"GIULIO CARLO"	"BIANCHI"	"18400524"	"18981205"	"18921010"	"18981205"
"http://dati.camera.it/ocd/persona.rdf/pr1216"	"LEONARDO"	"BIANCHI"	"18480405"	"19270213"	"19191006"	"19270213"
"http://dati.camera.it/ocd/persona.rdf/pr9149"	"LUIGI"	"BIANCHI"	"18560118"	"19280606"	"19240918"	"19280606"
"http://dati.camera.it/ocd/persona.rdf/pr9150"	"NICOMEDE"	"BIANCHI"	"18180919"	"18860206"	"18810612"	"18860206"
"http://dati.camera.it/ocd/persona.rdf/pr9151"	"RICCARDO"	"BIANCHI"	"18540820"	"19361104"	"19170625"	"19261104"
"http://dati.camera.it/ocd/persona.rdf/pr9152"	"GIUSEPPE"	"BIANCHINI"	"18760214"	"19700318"	"19390408"	"19450725"
"http://dati.camera.it/ocd/persona.rdf/p306334"	"AMEDEO"	"BIANCO"			""	""
"http://dati.camera.it/ocd/persona.rdf/p32340"	"VINCENZO"	"BIANCO"	"19510224"		"20060421"	"20080428"
"http://dati.camera.it/ocd/persona.rdf/p32340"	"VINCENZO"	"BIANCO"	"19510224"		"20080425"	"20130314"
"http://dati.camera.it/ocd/persona.rdf/p200080"	"WALTER"	"BIANCO"			"19960424"	"20010529"
"http://dati.camera.it/ocd/persona.rdf/p302124"	"MICHAELA"	"BIANCOFIORE"	"19701228"		""	""
"http://dati.camera.it/ocd/persona.rdf/p300504"	"LAURA"	"BIANCONI"			""	""
"http://dati.camera.it/ocd/persona.rdf/p300504"	"LAURA"	"BIANCONI"			"20010523"	"20060427"
"http://dati.camera.it/ocd/persona.rdf/p300504"	"LAURA"	"BIANCONI"			"20060418"	"20080428"
"http://dati.camera.it/ocd/persona.rdf/p300504"	"LAURA"	"BIANCONI"			"20080421"	"20130314"
"http://dati.camera.it/ocd/persona.rdf/p200081"	"FRANCESCO SAVERIO"	"BIASCO"			"19960503"	"20010529"
"http://dati.camera.it/ocd/persona.rdf/p302769"	"SANDRO MARIO"	"BIASOTTI"	"19480702"		""	""
"http://dati.camera.it/ocd/persona.rdf/pr9153"	"GIOVANNI BATTISTA"	"BIBOLINI"	"18750912"	"19550918"	"19430206"	"19450725"
"http://dati.camera.it/ocd/persona.rdf/p27330"	"ALADINO"	"BIBOLOTTI"	"18910222"	"19510224"	"19480424"	"19510224"
"http://dati.camera.it/ocd/persona.rdf/pr9154"	"ANTONIO"	"BIFANI"	"18790901"	"19480222"	"19430206"	"19441116"
"http://dati.camera.it/ocd/persona.rdf/p301086"	"CESARE"	"BIGLIA"			"19830712"	"19870701"
"http://dati.camera.it/ocd/persona.rdf/p306335"	"LAURA"	"BIGNAMI"			""	""
"http://dati.camera.it/ocd/persona.rdf/p306336"	"GIOVANNI EMANUELE"	"BILARDI"			""	""
"http://dati.camera.it/ocd/persona.rdf/pr9155"	"ALESSIO"	"BILLET"	"17830228"	"18730421"	"18480403"	"18600621"
"http://dati.camera.it/ocd/persona.rdf/p307557"	"ANNA"	"BILOTTI"	"19820615"		""	""
"http://dati.camera.it/ocd/persona.rdf/p200082"	"GIOVANNI"	"BINAGHI"			"19940415"	"19960508"
"http://dati.camera.it/ocd/persona.rdf/p302190"	"PAOLA"	"BINETTI"	"19430329"		""	""
"http://dati.camera.it/ocd/persona.rdf/p302190"	"PAOLA"	"BINETTI"	"19430329"		"20060419"	"20080428"
"http://dati.camera.it/ocd/persona.rdf/p306146"	"CATERINA"	"BINI"	"19750911"		""	""
"http://dati.camera.it/ocd/persona.rdf/p303028"	"FRANCA MARIA GRAZIA"	"BIONDELLI"	"19570602"		"20080418"	"20130314"
"http://dati.camera.it/ocd/persona.rdf/p20750"	"ALFREDO"	"BIONDI"	"19280629"	"20200624"	"20060413"	"20080428"
"http://dati.camera.it/ocd/persona.rdf/p22810"	"MARIO"	"BIRARDI"	"19300519"	"20220522"	"19851122"	"19870701"
"http://dati.camera.it/ocd/persona.rdf/p890"	"ANTONIO"	"BISAGLIA"	"19290331"	"19840624"	"19790620"	"19830711"
"http://dati.camera.it/ocd/persona.rdf/p890"	"ANTONIO"	"BISAGLIA"	"19290331"	"19840624"	"19830712"	"19840624"
"http://dati.camera.it/ocd/persona.rdf/p18000"	"FAUSTO"	"BISANTIS"	"19090430"	"19960108"	"19680525"	"19720524"
"http://dati.camera.it/ocd/persona.rdf/p200085"	"LUIGI"	"BISCARDI"			"19920405"	"19940414"
"http://dati.camera.it/ocd/persona.rdf/p200085"	"LUIGI"	"BISCARDI"			"19940415"	"19960508"
"http://dati.camera.it/ocd/persona.rdf/p200085"	"LUIGI"	"BISCARDI"			"19960426"	"20010529"
"http://dati.camera.it/ocd/persona.rdf/p300878"	"ROBERTO"	"BISCARDINI"			"20040722"	"20060427"
"http://dati.camera.it/ocd/persona.rdf/pr9156"	"CARLO"	"BISCARETTI DI RUFFIA"	"17960927"	"18890602"	"18611120"	"18890602"
"http://dati.camera.it/ocd/persona.rdf/pr9157"	"GUIDO"	"BISCARETTI DI RUFFIA"	"18671028"	"19461021"	"19281222"	"19461021"
"http://dati.camera.it/ocd/persona.rdf/pr1255"	"ROBERTO"	"BISCARETTI DI RUFFIA"	"18450426"	"19400812"	"19050304"	"19400812"
"http://dati.camera.it/ocd/persona.rdf/p306337"	"PATRIZIA"	"BISINELLA"			""	""
"http://dati.camera.it/ocd/persona.rdf/p300691"	"GUIDO"	"BISORI"			"19480423"	"19530624"
"http://dati.camera.it/ocd/persona.rdf/p300691"	"GUIDO"	"BISORI"			"19530613"	"19580611"
"http://dati.camera.it/ocd/persona.rdf/p300691"	"GUIDO"	"BISORI"			"19580601"	"19630515"
"http://dati.camera.it/ocd/persona.rdf/p300691"	"GUIDO"	"BISORI"			"19630505"	"19680604"
"http://dati.camera.it/ocd/persona.rdf/p300691"	"GUIDO"	"BISORI"			"19680525"	"19720524"
"http://dati.camera.it/ocd/persona.rdf/p300031"	"GIAMPAOLO"	"BISSI"			"19870702"	"19920422"
"http://dati.camera.it/ocd/persona.rdf/p301087"	"LOVRANO"	"BISSO"			"19830712"	"19870701"
"http://dati.camera.it/ocd/persona.rdf/p301087"	"LOVRANO"	"BISSO"			"19870702"	"19920422"
"http://dati.camera.it/ocd/persona.rdf/pr9158"	"LEONARDO"	"BISTOLFI"	"18590315"	"19330903"	"19230301"	"19330903"
"http://dati.camera.it/ocd/persona.rdf/p307756"	"CATERINA"	"BITI"			""	""
"http://dati.camera.it/ocd/persona.rdf/p302824"	"MASSIMO"	"BITONCI"	"19650624"		"20130306"	"20140702"
"http://dati.camera.it/ocd/persona.rdf/p27340"	"RENATO"	"BITOSSI"	"18990331"	"19691005"	"19480424"	"19530624"
"http://dati.camera.it/ocd/persona.rdf/p27340"	"RENATO"	"BITOSSI"	"18990331"	"19691005"	"19530613"	"19580611"
"http://dati.camera.it/ocd/persona.rdf/p27340"	"RENATO"	"BITOSSI"	"18990331"	"19691005"	"19580601"	"19630515"
"http://dati.camera.it/ocd/persona.rdf/p27340"	"RENATO"	"BITOSSI"	"18990331"	"19691005"	"19630505"	"19680604"
"http://dati.camera.it/ocd/persona.rdf/pr1258"	"NINO"	"BIXIO"	"18211002"	"18731216"	"18700206"	"18731216"
"http://dati.camera.it/ocd/persona.rdf/p308966"	"MARA"	"BIZZOTTO"			""	""
"http://dati.camera.it/ocd/persona.rdf/pr9159"	"GIULIO"	"BIZZOZERO"	"18460320"	"19010408"	"18901204"	"19010408"
"http://dati.camera.it/ocd/persona.rdf/pr9160"	"ALBERTO"	"BLANC"	"18351110"	"19040531"	"18921121"	"19040531"
"http://dati.camera.it/ocd/persona.rdf/pr9161"	"NICOLA"	"BLANC"	"17800626"	"18571222"	"18480403"	"18571222"
"http://dati.camera.it/ocd/persona.rdf/pr9162"	"PIETRO"	"BLASERNA"	"18360129"	"19180226"	"18901204"	"19180226"
"http://dati.camera.it/ocd/persona.rdf/p303029"	"TAMARA"	"BLAZINA"	"19520116"		"20080416"	"20130314"
"http://dati.camera.it/ocd/persona.rdf/p300995"	"LUIGI"	"BLOISE"			"19680525"	"19720524"
"http://dati.camera.it/ocd/persona.rdf/p300995"	"LUIGI"	"BLOISE"			"19720513"	"19760704"
"http://dati.camera.it/ocd/persona.rdf/p306338"	"ROSETTA ENZA"	"BLUNDO"			""	""
"http://dati.camera.it/ocd/persona.rdf/pr1261"	"ANGELO"	"BO"	"18010521"	"18741217"	"18721109"	"18741217"
"http://dati.camera.it/ocd/persona.rdf/p200088"	"CARLO"	"BO"			"19840718"	"19870701"
"http://dati.camera.it/ocd/persona.rdf/p200088"	"CARLO"	"BO"			"19870702"	"19920422"
"http://dati.camera.it/ocd/persona.rdf/p200088"	"CARLO"	"BO"			"19920423"	"19940414"
"http://dati.camera.it/ocd/persona.rdf/p200088"	"CARLO"	"BO"			"19940415"	"19960508"
"http://dati.camera.it/ocd/persona.rdf/p200088"	"CARLO"	"BO"			"19960509"	"20010529"
"http://dati.camera.it/ocd/persona.rdf/p200088"	"CARLO"	"BO"			"20010530"	"20010721"
"http://dati.camera.it/ocd/persona.rdf/p300707"	"GIORGIO"	"BO"			"19480425"	"19530624"
"http://dati.camera.it/ocd/persona.rdf/p300707"	"GIORGIO"	"BO"			"19530612"	"19580611"
"http://dati.camera.it/ocd/persona.rdf/p300707"	"GIORGIO"	"BO"			"19580612"	"19630515"
"http://dati.camera.it/ocd/persona.rdf/p300707"	"GIORGIO"	"BO"			"19630516"	"19680604"
"http://dati.camera.it/ocd/persona.rdf/p300707"	"GIORGIO"	"BO"			"19680605"	"19720524"
"http://dati.camera.it/ocd/persona.rdf/p300707"	"GIORGIO"	"BO"			"19720525"	"19760704"
"http://dati.camera.it/ocd/persona.rdf/p300996"	"GIOVANNI"	"BOANO"			"19680525"	"19720524"
"http://dati.camera.it/ocd/persona.rdf/p300996"	"GIOVANNI"	"BOANO"			"19720516"	"19760704"
"http://dati.camera.it/ocd/persona.rdf/p20770"	"MARCO"	"BOATO"	"19440727"		"19870702"	"19920422"
"http://dati.camera.it/ocd/persona.rdf/p302200"	"LUIGI"	"BOBBA"	"19550529"		"20060419"	"20080428"
"http://dati.camera.it/ocd/persona.rdf/p300505"	"LUIGI"	"BOBBIO"			"20010519"	"20060427"
"http://dati.camera.it/ocd/persona.rdf/p200091"	"NORBERTO"	"BOBBIO"			"19840718"	"19870701"
"http://dati.camera.it/ocd/persona.rdf/p200091"	"NORBERTO"	"BOBBIO"			"19870702"	"19920422"
"http://dati.camera.it/ocd/persona.rdf/p200091"	"NORBERTO"	"BOBBIO"			"19920423"	"19940414"
"http://dati.camera.it/ocd/persona.rdf/p200091"	"NORBERTO"	"BOBBIO"			"19940415"	"19960508"
"http://dati.camera.it/ocd/persona.rdf/p200091"	"NORBERTO"	"BOBBIO"			"19960509"	"20010529"
"http://dati.camera.it/ocd/persona.rdf/p200091"	"NORBERTO"	"BOBBIO"			"20010530"	"20040109"
"http://dati.camera.it/ocd/persona.rdf/pr9164"	"VALENTINO"	"BOBBIO"	"18720929"	"19400613"	"19390325"	"19400613"
"http://dati.camera.it/ocd/persona.rdf/p306339"	"BERNABO'"	"BOCCA"			""	""
"http://dati.camera.it/ocd/persona.rdf/pr9165"	"TERESIO"	"BOCCA"	"18251210"	"18970304"	"18901204"	"18970304"
"http://dati.camera.it/ocd/persona.rdf/p306900"	"MICHELE"	"BOCCARDI"			""	""
"http://dati.camera.it/ocd/persona.rdf/pr9166"	"GEROLAMO"	"BOCCARDO"	"18290316"	"19040320"	"18770531"	"19040320"
"http://dati.camera.it/ocd/persona.rdf/p300909"	"CARLO"	"BOCCASSI"			"19480424"	"19530624"
"http://dati.camera.it/ocd/persona.rdf/p300909"	"CARLO"	"BOCCASSI"			"19530614"	"19580611"
"http://dati.camera.it/ocd/persona.rdf/p300909"	"CARLO"	"BOCCASSI"			"19580602"	"19630515"
"http://dati.camera.it/ocd/persona.rdf/p300909"	"CARLO"	"BOCCASSI"			"19630505"	"19680604"
"http://dati.camera.it/ocd/persona.rdf/pr9167"	"ARTURO"	"BOCCHINI"	"18800212"	"19401120"	"19331116"	"19401120"
"http://dati.camera.it/ocd/persona.rdf/p306340"	"FABRIZIO"	"BOCCHINO"			""	""
"http://dati.camera.it/ocd/persona.rdf/p50323"	"ANTONIO"	"BOCCIA"	"19440809"		"20060414"	"20080428"
"http://dati.camera.it/ocd/persona.rdf/p302892"	"FRANCESCO"	"BOCCIA"	"19680318"		""	""
"http://dati.camera.it/ocd/persona.rdf/p302201"	"MARIA LUISA"	"BOCCIA"			"20060419"	"20080428"
"http://dati.camera.it/ocd/persona.rdf/pr9168"	"ARTURO"	"BOCCIARDO"	"18760416"	"19590718"	"19331209"	""
"http://dati.camera.it/ocd/persona.rdf/p27350"	"ALESSANDRO"	"BOCCONI"	"18731109"	"19600823"	"19480424"	"19530624"
"http://dati.camera.it/ocd/persona.rdf/pr9169"	"ETTORE"	"BOCCONI"	"18710305"	"19320317"	"19191006"	"19320317"
"http://dati.camera.it/ocd/persona.rdf/pr9170"	"FERDINANDO"	"BOCCONI"	"18361111"	"19080206"	"19060121"	"19080205"
"http://dati.camera.it/ocd/persona.rdf/p22820"	"GIOVANNA"	"BOCHICCHIO"	"19390613"		"19870702"	"19920422"
"http://dati.camera.it/ocd/persona.rdf/p200092"	"STEFANO"	"BOCO"	"19560120"		"19960429"	"20010529"
"http://dati.camera.it/ocd/persona.rdf/p200092"	"STEFANO"	"BOCO"	"19560120"		"20010517"	"20060427"
"http://dati.camera.it/ocd/persona.rdf/p302152"	"LORENZO"	"BODEGA"	"19590711"		"20080423"	"20130314"
"http://dati.camera.it/ocd/persona.rdf/p302202"	"PAOLO"	"BODINI"			"20060419"	"20080428"
"http://dati.camera.it/ocd/persona.rdf/pr9171"	"LUIGI"	"BODIO"	"18401012"	"19201102"	"19000614"	"19201102"
"http://dati.camera.it/ocd/persona.rdf/p200093"	"GIUSEPPE"	"BODO"			"19920405"	"19940414"
"http://dati.camera.it/ocd/persona.rdf/pr9172"	"EMILIO"	"BODRERO"	"18740403"	"19491130"	"19340301"	"19441021"
"http://dati.camera.it/ocd/persona.rdf/p303289"	"GIOVANNI BATTISTA"	"BOERI"		"19570118"	"19480424"	"19530624"
"http://dati.camera.it/ocd/persona.rdf/p301320"	"GIUSEPPE"	"BOFFA"			"19870702"	"19920422"
"http://dati.camera.it/ocd/persona.rdf/p35450"	"GIULIANO MASSIMO"	"BOFFARDI"	"19460310"	"20250321"	"19920405"	"19940414"
"http://dati.camera.it/ocd/persona.rdf/p300768"	"ANTONIO"	"BOGGIANO PICO"		"19651009"	"19480425"	"19530624"
"http://dati.camera.it/ocd/persona.rdf/p300768"	"ANTONIO"	"BOGGIANO PICO"		"19651009"	"19530612"	"19580611"
"http://dati.camera.it/ocd/persona.rdf/p300768"	"ANTONIO"	"BOGGIANO PICO"		"19651009"	"19580602"	"19630515"
"http://dati.camera.it/ocd/persona.rdf/p301088"	"CARLO"	"BOGGIO"			"19760629"	"19790619"
"http://dati.camera.it/ocd/persona.rdf/p301088"	"CARLO"	"BOGGIO"			"19830712"	"19870701"
"http://dati.camera.it/ocd/persona.rdf/p301088"	"CARLO"	"BOGGIO"			"19870702"	"19920422"
"http://dati.camera.it/ocd/persona.rdf/p307757"	"VITTORIA FRANCESCA MARIA"	"BOGO DELEDDA"			"20180322"	"20200317"
"http://dati.camera.it/ocd/persona.rdf/pr9173"	"ARRIGO"	"BOITO"	"18420224"	"19180610"	"19120317"	"19180610"
"http://dati.camera.it/ocd/persona.rdf/p300506"	"ROSSANA LIDIA"	"BOLDI"	"19530405"		"20010522"	"20060427"
"http://dati.camera.it/ocd/persona.rdf/p300506"	"ROSSANA LIDIA"	"BOLDI"	"19530405"		"20080429"	"20130314"
"http://dati.camera.it/ocd/persona.rdf/p950"	"ARRIGO"	"BOLDRINI"	"19150906"	"20080122"	"19760705"	"19790619"
"http://dati.camera.it/ocd/persona.rdf/p950"	"ARRIGO"	"BOLDRINI"	"19150906"	"20080122"	"19790620"	"19830711"
"http://dati.camera.it/ocd/persona.rdf/p950"	"ARRIGO"	"BOLDRINI"	"19150906"	"20080122"	"19830712"	"19870701"
"http://dati.camera.it/ocd/persona.rdf/p950"	"ARRIGO"	"BOLDRINI"	"19150906"	"20080122"	"19870702"	"19920422"
"http://dati.camera.it/ocd/persona.rdf/p950"	"ARRIGO"	"BOLDRINI"	"19150906"	"20080122"	"19920423"	"19940414"
"http://dati.camera.it/ocd/persona.rdf/p301139"	"CLETO"	"BOLDRINI"			"19720516"	"19760704"
"http://dati.camera.it/ocd/persona.rdf/p301139"	"CLETO"	"BOLDRINI"			"19760628"	"19790619"
"http://dati.camera.it/ocd/persona.rdf/p305200"	"GIACINTO"	"BOLDRINI"			"20120509"	"20130314"
"http://dati.camera.it/ocd/persona.rdf/p306841"	"PAOLA"	"BOLDRINI"	"19600808"		""	""
"http://dati.camera.it/ocd/persona.rdf/p300910"	"ANTONIO"	"BOLETTIERI"			"19580530"	"19630515"
"http://dati.camera.it/ocd/persona.rdf/p300910"	"ANTONIO"	"BOLETTIERI"			"19630503"	"19680604"
"http://dati.camera.it/ocd/persona.rdf/p300910"	"ANTONIO"	"BOLETTIERI"			"19701111"	"19720524"
"http://dati.camera.it/ocd/persona.rdf/pr9174"	"AMBROGIO"	"BOLLATI"	"18711126"	"19500326"	"19391012"	"19441116"
"http://dati.camera.it/ocd/persona.rdf/pr9175"	"RICCARDO"	"BOLLATI"	"18580115"	"19391012"	"19131016"	"19391012"
"http://dati.camera.it/ocd/persona.rdf/p301089"	"RODOLFO PIETRO"	"BOLLINI"			"19720513"	"19760704"
"http://dati.camera.it/ocd/persona.rdf/p301089"	"RODOLFO PIETRO"	"BOLLINI"			"19760626"	"19790619"
"http://dati.camera.it/ocd/persona.rdf/p301089"	"RODOLFO PIETRO"	"BOLLINI"			"19790620"	"19830711"
"http://dati.camera.it/ocd/persona.rdf/p301089"	"RODOLFO PIETRO"	"BOLLINI"			"19830712"	"19870701"
"http://dati.camera.it/ocd/persona.rdf/p301089"	"RODOLFO PIETRO"	"BOLLINI"			"19870702"	"19920422"
"http://dati.camera.it/ocd/persona.rdf/pr531"	"VINCENZO"	"BOLMIDA"	"18070730"	"18760807"	"18611120"	"18760807"
"http://dati.camera.it/ocd/persona.rdf/p27360"	"SEVERINO"	"BOLOGNESI"	"18951230"	"19851023"	"19480424"	"19530624"
"http://dati.camera.it/ocd/persona.rdf/p27360"	"SEVERINO"	"BOLOGNESI"	"18951230"	"19851023"	"19530612"	"19580611"
"http://dati.camera.it/ocd/persona.rdf/pr9176"	"PIERO"	"BOLZON"	"18831124"	"19451105"	"19430206"	"19441116"
"http://dati.camera.it/ocd/persona.rdf/p301090"	"VINCENZO"	"BOMBARDIERI"			"19760626"	"19790619"
"http://dati.camera.it/ocd/persona.rdf/p301090"	"VINCENZO"	"BOMBARDIERI"			"19830712"	"19870701"
"http://dati.camera.it/ocd/persona.rdf/pr9177"	"GIORGIO"	"BOMBI"	"18520705"	"19390915"	"19200930"	"19390915"
"http://dati.camera.it/ocd/persona.rdf/pr9178"	"CARLO"	"BOMBRINI"	"18041003"	"18820315"	"18711115"	"18820315"
"http://dati.camera.it/ocd/persona.rdf/pr9179"	"GIOVANNI"	"BOMBRINI"	"18381221"	"19240213"	"18901204"	"19240213"
"http://dati.camera.it/ocd/persona.rdf/p300032"	"ADRIANO"	"BOMPIANI"			"19760626"	"19790619"
"http://dati.camera.it/ocd/persona.rdf/p300032"	"ADRIANO"	"BOMPIANI"			"19790620"	"19830711"
"http://dati.camera.it/ocd/persona.rdf/p300032"	"ADRIANO"	"BOMPIANI"			"19830712"	"19870701"
"http://dati.camera.it/ocd/persona.rdf/p300032"	"ADRIANO"	"BOMPIANI"			"19870702"	"19920422"
"http://dati.camera.it/ocd/persona.rdf/pr1369"	"CARLO"	"BON COMPAGNI DI MOMBELLO"	"18040725"	"18801214"	"18741114"	"18801214"
"http://dati.camera.it/ocd/persona.rdf/pr227"	"BARTOLOMEO"	"BONA"	"17931004"	"18760203"	"18541126"	"18760203"
"http://dati.camera.it/ocd/persona.rdf/pr1278"	"FILIPPO"	"BONACCI"	"18090618"	"18720710"	"18701201"	"18720710"
"http://dati.camera.it/ocd/persona.rdf/pr1279"	"TEODORICO"	"BONACCI"	"18380630"	"19050113"	"19040304"	"19050113"
"http://dati.camera.it/ocd/persona.rdf/p300911"	"ERCOLE"	"BONACINA"			"19630506"	"19680604"
"http://dati.camera.it/ocd/persona.rdf/p300810"	"ANTONIO"	"BONADIES"			"19580612"	"19630515"
"http://dati.camera.it/ocd/persona.rdf/p300810"	"ANTONIO"	"BONADIES"			"19641110"	"19680604"
"http://dati.camera.it/ocd/persona.rdf/p300810"	"ANTONIO"	"BONADIES"			"19680605"	"19720524"
"http://dati.camera.it/ocd/persona.rdf/p300810"	"ANTONIO"	"BONADIES"			"19720525"	"19760704"
"http://dati.camera.it/ocd/persona.rdf/p302203"	"SALVATORE"	"BONADONNA"			"20060419"	"20080428"
"http://dati.camera.it/ocd/persona.rdf/p300912"	"UGO ANGELO"	"BONAFINI"			"19580613"	"19630515"
"http://dati.camera.it/ocd/persona.rdf/p300912"	"UGO ANGELO"	"BONAFINI"			"19630505"	"19680604"
"http://dati.camera.it/ocd/persona.rdf/p50388"	"PAOLO"	"BONAIUTI"	"19400707"	"20191016"	""	""
"http://dati.camera.it/ocd/persona.rdf/p301140"	"UMBERTO"	"BONALDI"			"19630505"	"19680604"
"http://dati.camera.it/ocd/persona.rdf/p301140"	"UMBERTO"	"BONALDI"			"19680527"	"19720524"
"http://dati.camera.it/ocd/persona.rdf/p301140"	"UMBERTO"	"BONALDI"			"19720516"	"19760704"
"http://dati.camera.it/ocd/persona.rdf/p980"	"GILBERTO"	"BONALUMI"	"19410329"		"19870702"	"19920422"
"http://dati.camera.it/ocd/persona.rdf/p200096"	"VINCENZO"	"BONANDRINI"			"19940415"	"19940519"
"http://dati.camera.it/ocd/persona.rdf/p200097"	"CLAUDIO"	"BONANSEA"			"19940415"	"19960508"
"http://dati.camera.it/ocd/persona.rdf/pr1362"	"CARLO"	"BONARDI"	"18770125"	"19570214"	"19290121"	"19450830"
"http://dati.camera.it/ocd/persona.rdf/pr1365"	"ADEODATO"	"BONASI"	"18380325"	"19200723"	"18961025"	"19200723"
