source_pdf,source_page_1based,ramo,legislatura
/media/16TB/parlamento/pdf-resoconti/2434f128d89e452af663d73facbef45e.pdf,5,camera,costituente
/media/16TB/parlamento/pdf-resoconti/423749.pdf,1,senato,regno_27
/media/16TB/parlamento/pdf-resoconti/d3947558cd011bef008a8c15a59fd080.pdf,12,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/2a2de1805cc088352593540fd7c52eb3.pdf,34,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/72bf42f1ef13879d1663ef7375d3a175.pdf,13,camera,regno_06
/media/16TB/parlamento/pdf-resoconti/7b50815cb014113d22c7668f3b789d27.pdf,39,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/419922.pdf,96,senato,regno_19
/media/16TB/parlamento/pdf-resoconti/423762.pdf,30,senato,regno_30
/media/16TB/parlamento/pdf-resoconti/eb84db473ddd85ab152bcfbb86eb4727.pdf,40,camera,regno_18
/media/16TB/parlamento/pdf-resoconti/4da676a2279f77f5b35faf5b22dd4333.pdf,17,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/356511.pdf,13,senato,regno_09
/media/16TB/parlamento/pdf-resoconti/2dddaf4bccdb5624a4e02288069c71b1.pdf,2,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/c1f4e35cafe9b1694609dd0d30e3cd43.pdf,12,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/68cd33f895d7933873c0ef2d4fbba77f.pdf,36,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/166a376cd3f2a64e1ea6bd9de2e60e77.pdf,13,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/40b13721ab58a5717eb64091ad4c0c5f.pdf,16,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/356994.pdf,17,senato,regno_24
/media/16TB/parlamento/pdf-resoconti/47acd74e2ccbfc24c481802e9fc8d874.pdf,6,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/716446db4b61341ea36f20b71764f3dd.pdf,24,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/424011.pdf,26,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/93b1f6173aa42af3120bd3fccfbd5c13.pdf,4,camera,regno_01
/media/16TB/parlamento/pdf-resoconti/424978.pdf,32,senato,regno_16
/media/16TB/parlamento/pdf-resoconti/2bafe965ae94f982222fb4b8b5da48a7.pdf,16,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/856f42a9bc0fade25c9f04fb198b2392.pdf,9,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/bd7b1a83da54c08fbc058b54eca51757.pdf,2,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/f0b16de6fc5eec76fa4c5a811a4bf104.pdf,34,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/a9250647569d099d73448462407024d1.pdf,6,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/424014.pdf,12,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/9bc58e6b69472f05971115ae1840b75e.pdf,51,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/f323a62c3db0974b874fde536e96096b.pdf,12,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/423939.pdf,9,senato,regno_26
/media/16TB/parlamento/pdf-resoconti/d800cc91d3327fc9e0ccf1c77a22f3e9.pdf,23,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/48dce7418c945e27b666bf77347a8eac.pdf,4,camera,costituente
/media/16TB/parlamento/pdf-resoconti/cd4f80664f3f7c00b19ef67c16e33f6c.pdf,36,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/0560cf52d9b3e620762058d62c47c72e.pdf,19,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/64b219243d1a89649926ee6fff80a464.pdf,24,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/4b6f33397f65b96c86621f7a7b854972.pdf,6,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/6dfda3bc8f53f7e2e574c03241010227.pdf,29,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/fdb6fd3f7302af208eb72f0a2355278e.pdf,38,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/421866.pdf,4,senato,regno_18
/media/16TB/parlamento/pdf-resoconti/423056.pdf,26,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/d585fb6729a05980870c812c2586b561.pdf,8,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/37ec7f64a4230d9833202ebfe85e534a.pdf,25,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/421953.pdf,9,senato,regno_19
/media/16TB/parlamento/pdf-resoconti/62959be599764bb7e8bebaae1c821758.pdf,38,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/d921c348985f26192da2780a87aa49f2.pdf,49,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/737d4ea18fc68ee97d513115e8b284f2.pdf,19,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/196b3f6d5846808a517dabd92f06325a.pdf,14,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/4ed75186a7f6676630fb4556adb1388e.pdf,14,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/17547315eb054b07b26879f340dfcc29.pdf,8,camera,costituente
/media/16TB/parlamento/pdf-resoconti/425130.pdf,106,senato,regno_21
/media/16TB/parlamento/pdf-resoconti/425197.pdf,9,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/180fc19dd50a5e520204b156052ea84c.pdf,7,camera,costituente
/media/16TB/parlamento/pdf-resoconti/abb42dd9aaf75e772827b68ca76eb59a.pdf,25,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/420417.pdf,23,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/3d490d102d0cf530dfccb7396b4fca8f.pdf,16,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/423201.pdf,25,senato,regno_28
/media/16TB/parlamento/pdf-resoconti/43ad9105db1a6066d1e011fea69e0dbe.pdf,15,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/4d8de2f8edae870f45e9c12a7fdb8d13.pdf,13,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/d203b7b7dcdbfe6589d36d006900caeb.pdf,7,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/f7274279a356ea037078bb53bb24b665.pdf,36,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/caa1c011afcf4acbbc03dc416433cf63.pdf,12,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/ec26cfd30da3c224b709e3c977d7c28b.pdf,29,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/422539.pdf,23,senato,regno_14
/media/16TB/parlamento/pdf-resoconti/14cfcdb25fa7afc164e52ba56c7ed3d9.pdf,34,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/425127.pdf,11,senato,regno_21
/media/16TB/parlamento/pdf-resoconti/fc0d2d0edf56c00166cbf0d15e2567f6.pdf,27,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/e96c5119ca6846386dddf12eb9ed670c.pdf,16,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/982668626dadcb5627fded8b8b1cadc1.pdf,14,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/6cb8def34f3ee5f4d242397f0851d378.pdf,28,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/379941.pdf,25,senato,regno_14
/media/16TB/parlamento/pdf-resoconti/aa915ec38a98faa3bb2989596ff3c0ec.pdf,12,camera,regno_29
/media/16TB/parlamento/pdf-resoconti/425393.pdf,1,senato,regno_28
/media/16TB/parlamento/pdf-resoconti/422618.pdf,22,senato,regno_17
/media/16TB/parlamento/pdf-resoconti/149d486cf47879ce80191699cbed5cf7.pdf,32,camera,regno_29
/media/16TB/parlamento/pdf-resoconti/420574.pdf,24,senato,regno_26
/media/16TB/parlamento/pdf-resoconti/355557.pdf,8,senato,regno_06
/media/16TB/parlamento/pdf-resoconti/419981.pdf,13,senato,regno_19
/media/16TB/parlamento/pdf-resoconti/19b8487f2cab45793b63ad916d35fa19.pdf,24,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/5eedb9cd51e104687b3b11c12cf299cf.pdf,14,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/c245e8d4b4978578aa3df9f0cf852046.pdf,16,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/7ae21778fde4139cf0e790c63cd2df5c.pdf,38,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/1e0fcf504f9b6dba7d75dc96df2b9c2d.pdf,19,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/1800e3d98841ab8d34c6737789e22848.pdf,8,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/cda6378245b232c29f8fcf7304c0c7a4.pdf,26,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/865a2bdd89cef224d89d4899983f5430.pdf,8,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/970848235270b64481d3b4c5b68afb18.pdf,23,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/420108.pdf,14,senato,regno_21
/media/16TB/parlamento/pdf-resoconti/424010.pdf,32,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/5719d4511146fe20454a1c612eaf27c7.pdf,35,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/f4c755b0bb4548c96053be37e3583965.pdf,14,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/357054.pdf,24,senato,regno_24
/media/16TB/parlamento/pdf-resoconti/40e57fb3bf4b847b62a04e162d59b980.pdf,35,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/53945456b67ab9e1cfc461ae0fb6c145.pdf,22,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/bba31eaa7e5fafbad1f95ea19869ae93.pdf,30,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/a57e6c08256819c0b7e3e81c16a6b40b.pdf,36,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/356141.pdf,15,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/f2704e0dc9bae4647d3efbcad081791f.pdf,13,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/7521e91a023ac6a7d770fda8ddf01111.pdf,10,camera,regno_06
/media/16TB/parlamento/pdf-resoconti/e236f3835fda2ec31c6433b8b12932cd.pdf,35,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/422094.pdf,8,senato,regno_11
/media/16TB/parlamento/pdf-resoconti/155c7881abca650b5bebaf72911dc291.pdf,113,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/eac0a7a48fb461b5d4fe6c2c010786c5.pdf,5,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/70df466a7cd37eb13fb6d5228dd2091a.pdf,14,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/cc4709d96ea8c7f2cc297e8dc1dc1d82.pdf,21,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/4eb75e75bc0648710324ad04ab4cf89a.pdf,30,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/5e6d4754931d6c01184869bd66be1b89.pdf,27,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/b9c364103b6ead4426cfff1ecf7811d8.pdf,48,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/53951d2b0ff15fc32dcd9fcd2b1023de.pdf,9,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/424695.pdf,1,senato,regno_11
/media/16TB/parlamento/pdf-resoconti/433945e651856fcca597badda2143538.pdf,3,camera,regno_12
/media/16TB/parlamento/pdf-resoconti/424780.pdf,15,senato,regno_11
/media/16TB/parlamento/pdf-resoconti/377967.pdf,5,senato,regno_13
/media/16TB/parlamento/pdf-resoconti/1358eb30f92f390f308a5383387b3690.pdf,35,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/47a5937d19a8e51c465e1bccf19e6c94.pdf,21,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/b696181459ccab8e9c80c2b9dfd2e56e.pdf,8,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/423340.pdf,13,senato,regno_29
/media/16TB/parlamento/pdf-resoconti/356044.pdf,6,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/424005.pdf,51,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/425304.pdf,24,senato,regno_25
/media/16TB/parlamento/pdf-resoconti/eec2096719b875a07f52dc55d159d49a.pdf,25,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/16d0114400b46c6a9190dc83cc592db5.pdf,5,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/b481496747a5fb545a9e17cbf3f7e11c.pdf,22,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/65c10af8858d013a7654ebfab40e2c0d.pdf,34,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/c2e9b60dee237a649602a3d6ef731dc9.pdf,6,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/5220fe98d216371bf2cbaa4d9445d85a.pdf,1,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/0edfc59532f49df4503b527f1839550b.pdf,49,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/b1a9b2bfcb330d948b07531becad484d.pdf,11,camera,costituente
/media/16TB/parlamento/pdf-resoconti/fa490fa408e8c5b1367eee03c1eb44bd.pdf,40,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/424019.pdf,16,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/f4e3138db826a145e6d043a2fbd8d180.pdf,6,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/223584ee92d36484563e0f3a3f5dc455.pdf,15,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/afd2c74095844af4edf0116c01c3e06b.pdf,12,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/5b7f6ee65d65c07b88c4a2ced417fbdb.pdf,16,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/d728f7a8b8b90de5d9bbb3c1648cc466.pdf,5,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/419952.pdf,37,senato,regno_19
/media/16TB/parlamento/pdf-resoconti/8aaff8ab67277852e02f08bd5c15cea1.pdf,34,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/423613.pdf,27,senato,regno_26
/media/16TB/parlamento/pdf-resoconti/5e83cdbc8b358ddb157b71c3d008033a.pdf,13,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/0ebbc0a1cba1358bb4b17e26616b8cb8.pdf,13,camera,consulta_nazionale
/media/16TB/parlamento/pdf-resoconti/356220.pdf,10,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/423858.pdf,4,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/9fd5764fa05eae63002d3fb23bfaffd2.pdf,17,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/423658.pdf,38,senato,regno_27
/media/16TB/parlamento/pdf-resoconti/420090.pdf,15,senato,regno_21
/media/16TB/parlamento/pdf-resoconti/53b9e5a1187adbed6644835b12cdd96b.pdf,37,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/af1da556eb3e99f0ff55b00237c2af02.pdf,42,camera,regno_18
/media/16TB/parlamento/pdf-resoconti/a495a62e21802e099f44eb65026b6a81.pdf,4,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/420356.pdf,50,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/b1a9b2bfcb330d948b07531becad484d.pdf,17,camera,costituente
/media/16TB/parlamento/pdf-resoconti/5d6f7dc8178064d2b3bcc2de2c5f0181.pdf,2,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/4b7bd3dd83b749c88131d6faefff2dd9.pdf,42,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/fa21f91fb5d060f8d274a1a3b1000e42.pdf,11,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/82f2590402ce54e69d3529a126d44184.pdf,31,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/f8bf0863cdcbda71dbbb26d9484ebf60.pdf,9,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/2d5921ff838af3ad826957a1a20767bf.pdf,16,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/cc7b62d986fbea6ca0b7b14eee46c041.pdf,18,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/223584ee92d36484563e0f3a3f5dc455.pdf,6,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/10b9f6b7df6115db0f1ad09db9646bc9.pdf,8,camera,regno_15
/media/16TB/parlamento/pdf-resoconti/425112.pdf,20,senato,regno_21
/media/16TB/parlamento/pdf-resoconti/420333.pdf,54,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/14811fdf2d3493e75a83e6a201ad1ee1.pdf,36,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/0438e635aece90e06c93962749dcbcab.pdf,3,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/355801.pdf,2,senato,regno_07
/media/16TB/parlamento/pdf-resoconti/24fbb2aac992a5de0ecd1e8f020d8f0a.pdf,17,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/62d8f22c38f0b283776c4f491ebd3956.pdf,23,camera,regno_10
/media/16TB/parlamento/pdf-resoconti/6d0e6e793f1373c9731a938e01946bfc.pdf,14,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/60fb662df5b5d3cc81b68e79a1cc7f14.pdf,11,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/0165002d2902a93af6400dc2a2aea485.pdf,15,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/9943e5685326a5606b54ee6a99c6c9e3.pdf,14,camera,regno_18
/media/16TB/parlamento/pdf-resoconti/420525.pdf,36,senato,regno_25
/media/16TB/parlamento/pdf-resoconti/de564a7cba4038d7020171275d2e2d47.pdf,8,camera,regno_19
/media/16TB/parlamento/pdf-resoconti/33042c40c29b94eb1434f70823be4dc7.pdf,27,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/422537.pdf,33,senato,regno_14
/media/16TB/parlamento/pdf-resoconti/6c0db76956f46dd2106a35202b24120b.pdf,8,camera,regno_29
/media/16TB/parlamento/pdf-resoconti/b8029e7fe08d92412dcfcc6cd0b3c365.pdf,17,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/423054.pdf,63,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/423937.pdf,1,senato,regno_26
/media/16TB/parlamento/pdf-resoconti/01dc13339ad9e9c192d9224f1a5bd4a8.pdf,21,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/423148.pdf,19,senato,regno_28
/media/16TB/parlamento/pdf-resoconti/b6c8c01c7c8a5b6458c02f52161888db.pdf,32,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/f99a847cb828520d0990f12394d56bc0.pdf,27,camera,regno_18
/media/16TB/parlamento/pdf-resoconti/425280.pdf,11,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/356793.pdf,1,senato,regno_24
/media/16TB/parlamento/pdf-resoconti/355079.pdf,5,senato,regno_04
/media/16TB/parlamento/pdf-resoconti/4f978eb41c4f2f1883d9552a6ef50df7.pdf,19,camera,regno_09
/media/16TB/parlamento/pdf-resoconti/721f7bb198e4582190c0d41e1d6c821a.pdf,19,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/2a23c240568ad6961d67a0b7b197fcbb.pdf,34,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/9ce023462e0920311fd678b1aece409c.pdf,27,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/422486.pdf,16,senato,regno_14
/media/16TB/parlamento/pdf-resoconti/b45f4d8810080e46e2a2529a7b9c4537.pdf,10,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/ad6752b1b080c516ad280b71b0e0a29b.pdf,4,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/420033.pdf,17,senato,regno_20
/media/16TB/parlamento/pdf-resoconti/751ccb0c95a47d1deb74c73fc77c437f.pdf,42,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/356313.pdf,2,senato,regno_04
/media/16TB/parlamento/pdf-resoconti/423025.pdf,45,senato,regno_20
/media/16TB/parlamento/pdf-resoconti/4ed73ed9a927fcd4ec40290093e0da2d.pdf,25,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/f92c5b14542f7219acfef7dd240921b5.pdf,11,camera,regno_12
/media/16TB/parlamento/pdf-resoconti/560cd63fda7e5a86561c554c8cc4b262.pdf,14,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/c1f4b3059e0412857127d951f61df5fb.pdf,17,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/534ae38c5d416418ee6fb017964d4225.pdf,9,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/7b286cb6f92cd99385d415288cc12c13.pdf,22,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/ac2b41a1f12dbc8bb4293324d42e51f5.pdf,21,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/12b77950ae28b05c510d57deb208d1c6.pdf,23,camera,costituente
/media/16TB/parlamento/pdf-resoconti/ebec1e10a4d2ecd87d84bddbe2bf6e62.pdf,63,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/424510.pdf,2,senato,regno_26
/media/16TB/parlamento/pdf-resoconti/48e9bc73885d8f7ec6119e78ad1f26d4.pdf,18,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/c8d9910a101a6d2a4eeb75cb91b4fcc8.pdf,8,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/425274.pdf,23,senato,regno_23
/media/16TB/parlamento/pdf-resoconti/ccf3ca87e2ce7db2f6e97bde7f28f480.pdf,93,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/c95d59f6679a4043f5ba9e7401579562.pdf,20,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/423720.pdf,69,senato,regno_27
/media/16TB/parlamento/pdf-resoconti/3030b4c263e4131aa36d1fea68995fd5.pdf,14,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/425223.pdf,20,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/a11f9621d3964060ef835d9a2aa32b08.pdf,39,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/f993213e0d6fc2123880668abca81ec2.pdf,20,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/3f871bdb9f81691db1a0e557013245b9.pdf,70,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/08de60216d9b45b8f96e34589f14a256.pdf,14,camera,regno_18
/media/16TB/parlamento/pdf-resoconti/a46c0ea6ed91f15a9d0a981afef47dab.pdf,15,camera,costituente
/media/16TB/parlamento/pdf-resoconti/4f460af5de2f01c406a3335a78da838d.pdf,17,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/b2d4a0c38d5fcce53caab9bf5ab371f4.pdf,167,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/51885c00488fc08b198cd7ff9cbccc7b.pdf,26,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/e495aac06c0ba1a13223539e684f1300.pdf,24,camera,costituente
/media/16TB/parlamento/pdf-resoconti/e1c71eca6b695c5ebe4f3a8d9c3b6abd.pdf,39,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/1d447ba13f2f1cf69a16a90e19b873b5.pdf,27,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/f6d2ec8c398fd1e293de1b6a7f5b4e1e.pdf,5,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/214a4eeb579953b052a742316133e941.pdf,21,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/59dd964486455ba39a5157d0dafc4516.pdf,8,camera,regno_20
/media/16TB/parlamento/pdf-resoconti/2023321bae1befb2f3c2c301bbd8c48e.pdf,19,camera,regno_12
/media/16TB/parlamento/pdf-resoconti/800a5362fcb9f95b49018fd84eeea476.pdf,18,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/7393c70ed8bf585042bc5bceb803e0d9.pdf,11,camera,regno_04
/media/16TB/parlamento/pdf-resoconti/66285792c9e4bf225e6a7f06e36bebc0.pdf,11,camera,costituente
/media/16TB/parlamento/pdf-resoconti/d0b33b9c10e650ea3002c13496c5e471.pdf,37,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/af949c3d9467ce85b37119fcf49c32b1.pdf,1,camera,costituente
/media/16TB/parlamento/pdf-resoconti/10d44821baef851e4812d0960ff4c09f.pdf,21,camera,regno_14
/media/16TB/parlamento/pdf-resoconti/a54a274be8518372a58076192c2ff2d2.pdf,2,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/f185d5b97912e34c54c61b4f397bc059.pdf,28,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/cdf54113e392fde94a357c8217bded21.pdf,61,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/423616.pdf,24,senato,regno_26
/media/16TB/parlamento/pdf-resoconti/355893.pdf,8,senato,regno_08
/media/16TB/parlamento/pdf-resoconti/95e07e09e2ef8203aae8c788664f5265.pdf,38,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/8ad18cce9b4a756b77d8adee4ec844ea.pdf,9,camera,regno_22
/media/16TB/parlamento/pdf-resoconti/109cdf210cf46925dd494ce9f66673ea.pdf,22,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/bd7e377ee70e049c8674e77984caef4c.pdf,8,camera,regno_29
/media/16TB/parlamento/pdf-resoconti/41d93c574fcfe6d62150d4a66818e65c.pdf,6,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/33ccea13e671f5e2ce3250888a517059.pdf,7,camera,regno_16
/media/16TB/parlamento/pdf-resoconti/d80733d397c140cff8e93f87d764ef92.pdf,21,camera,regno_05
/media/16TB/parlamento/pdf-resoconti/de904d14f4083824840108f68371979d.pdf,2,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/56b4258766365ba53682a96eed1579c5.pdf,23,camera,regno_25
/media/16TB/parlamento/pdf-resoconti/c83e046e9e190556c15c22f730f6413f.pdf,29,camera,regno_11
/media/16TB/parlamento/pdf-resoconti/77840d5208bdb04f4043c24d6777052a.pdf,26,camera,regno_28
/media/16TB/parlamento/pdf-resoconti/5eab13e25945acc3144dfd60a0d0b496.pdf,20,camera,regno_21
/media/16TB/parlamento/pdf-resoconti/ff6d7d6b01a77020b175cb6dc54c715d.pdf,13,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/7c57e931e1b01bd805b0956daafeb940.pdf,11,camera,regno_29
/media/16TB/parlamento/pdf-resoconti/4b0f1793e9738156f65731685326fb23.pdf,25,camera,regno_24
/media/16TB/parlamento/pdf-resoconti/73ea3b08c58659044a0bae87f9ea8e5a.pdf,15,camera,regno_26
/media/16TB/parlamento/pdf-resoconti/797bfc799edcb1512da0aae637904aa1.pdf,20,camera,regno_23
/media/16TB/parlamento/pdf-resoconti/c58a276ae6f0923b56ef6d7843838edd.pdf,26,camera,regno_08
/media/16TB/parlamento/pdf-resoconti/425385.pdf,93,senato,regno_28
/media/16TB/parlamento/pdf-resoconti/cbf2580a8683a942aca73c24f15d6408.pdf,7,camera,costituente
/media/16TB/parlamento/pdf-resoconti/425220.pdf,3,senato,regno_22
/media/16TB/parlamento/pdf-resoconti/b36667223f7fa61fde932b640e0bfa0a.pdf,23,camera,regno_17
/media/16TB/parlamento/pdf-resoconti/b57633926b1fd0b21867668f46c15b46.pdf,129,camera,regno_27
/media/16TB/parlamento/pdf-resoconti/0fd2a4fb4c3b2f3b824fb09bf65dda54.pdf,30,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/44d57e484b0749df8af28036267a8036.pdf,5,camera,regno_13
/media/16TB/parlamento/pdf-resoconti/1f5eabd68d9724a7a8402e120513a532.pdf,8,camera,regno_09
/media/16TB/parlamento/pdf-resoconti/356142.pdf,9,senato,regno_08
